"company","date","open","close","high","low","volume","industry","total_esg_risk_score","environment_risk_score","governance_risk_score","social_risk_score","esg_risk_level","esg_risk_score_2024","predicted_future_esg_score","controversy_level"
"Infosys Ltd.","2025-07-24","1580","1552.5","1582","1548.199951171875","14169664","Information Technology","13.1","2","6","5.1","Low","13.1","13.498","Moderate Controversy Level"
"Infosys Ltd.","2025-07-25","1543.4000244140625","1515.699951171875","1549.5","1511.300048828125","10851259","Information Technology","13.1","2","6","5.1","Low","13.1","13.498","Moderate Controversy Level"
"Infosys Ltd.","2025-07-28","1513.9000244140625","1516","1519.300048828125","1482.5","6439855","Information Technology","13.1","2","6","5.1","Low","13.1","13.498","Moderate Controversy Level"
"Infosys Ltd.","2025-07-29","1512.9000244140625","1513.699951171875","1517.199951171875","1496.0999755859375","7070448","Information Technology","13.1","2","6","5.1","Low","13.1","13.498","Moderate Controversy Level"
"Infosys Ltd.","2025-07-30","1519.9000244140625","1519","1521.699951171875","1506","5719051","Information Technology","13.1","2","6","5.1","Low","13.1","13.498","Moderate Controversy Level"
"Infosys Ltd.","2025-07-31","1509.699951171875","1509","1527.0999755859375","1497","6851407","Information Technology","13.1","2","6","5.1","Low","13.1","13.498","Moderate Controversy Level"
"Infosys Ltd.","2025-08-01","1493.9000244140625","1469.5999755859375","1498.699951171875","1465.5","8702978","Information Technology","13.1","2","6","5.1","Low","13.1","13.498","Moderate Controversy Level"
"Infosys Ltd.","2025-08-04","1461.5","1480.5","1482.800048828125","1451","8610216","Information Technology","13.1","2","6","5.1","Low","13.1","13.498","Moderate Controversy Level"
"Infosys Ltd.","2025-08-05","1478.699951171875","1460.300048828125","1478.699951171875","1455","10213323","Information Technology","13.1","2","6","5.1","Low","13.1","13.498","Moderate Controversy Level"
"Infosys Ltd.","2025-08-06","1452","1436.699951171875","1456.0999755859375","1430.300048828125","10566934","Information Technology","13.1","2","6","5.1","Low","13.1","13.498","Moderate Controversy Level"
"Infosys Ltd.","2025-08-07","1430","1436.9000244140625","1442","1414.199951171875","9891334","Information Technology","13.1","2","6","5.1","Low","13.1","13.498","Moderate Controversy Level"
"ITC Ltd.","2025-07-07","413","416.14999389648438","417.20001220703125","412","6845218","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-07-08","416.14999389648438","417.20001220703125","418.10000610351563","414.64999389648438","6807192","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-07-09","416.20001220703125","419.45001220703125","420.29998779296875","415.45001220703125","9930533","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-07-10","420.29998779296875","416.85000610351563","420.29998779296875","416.39999389648438","6220360","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-07-11","417","416.79998779296875","418.04998779296875","415.5","8578844","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-07-14","417.04998779296875","419.39999389648438","419.95001220703125","416.54998779296875","6896989","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-07-15","420.89999389648438","422.10000610351563","422.39999389648438","419","8532755","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-07-16","422.10000610351563","424.60000610351563","425.45001220703125","420.29998779296875","9780773","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-07-17","425.79998779296875","423.95001220703125","425.89999389648438","423","7240795","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-07-18","425.20001220703125","422.75","425.20001220703125","420.10000610351563","6730256","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-07-21","422","420.10000610351563","422.75","418.39999389648438","4822343","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-07-22","420.10000610351563","416","420.39999389648438","415.20001220703125","9869507","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-07-23","417.10000610351563","414.95001220703125","417.89999389648438","414","12196187","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-07-24","415.85000610351563","409.95001220703125","415.85000610351563","409.45001220703125","9005157","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-07-25","410","409.39999389648438","410.25","407.75","5824089","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-07-28","410.79998779296875","409.89999389648438","410.85000610351563","408.60000610351563","8123337","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-07-29","410","408.45001220703125","411.39999389648438","408","6811772","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-07-30","409","407.60000610351563","409.29998779296875","405.75","10915863","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-07-31","405.95001220703125","411.95001220703125","414","405.54998779296875","19364174","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-08-01","412.39999389648438","416.45001220703125","419.35000610351563","411.79998779296875","14324065","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-08-04","420.20001220703125","416.85000610351563","422.5","415.10000610351563","18352458","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-08-05","417.20001220703125","414.14999389648438","417.95001220703125","413","8495104","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-08-06","414.14999389648438","412","415","410.5","9080543","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"ITC Ltd.","2025-08-07","412","413.60000610351563","414.75","411.64999389648438","11513728","Fast Moving Consumer Goods","28","5.9","7.8","14.3","Medium","28","29.47321151","Moderate Controversy Level"
"JSW Steel Ltd.","2025-07-07","1038.204248131274","1039.7999267578125","1042.193505568858","1032.5196049797066","871937","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-07-08","1042","1045","1049.5999755859375","1039.300048828125","828011","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-07-09","1051.699951171875","1040.4000244140625","1052","1033.4000244140625","1666607","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-07-10","1040.9000244140625","1043.300048828125","1049.5999755859375","1034.0999755859375","1101654","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-07-11","1043","1037.199951171875","1051.199951171875","1034.0999755859375","931901","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-07-14","1040","1038.9000244140625","1044.9000244140625","1031.800048828125","1238524","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-07-15","1044.699951171875","1035","1044.699951171875","1028.199951171875","982842","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-07-16","1034","1029.800048828125","1035","1020.5","1099243","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-07-17","1030.5","1034.199951171875","1041.699951171875","1023.5","1553977","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-07-18","1039","1034.4000244140625","1053.5","1027","1694015","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-07-21","1051","1034.800048828125","1053.5","1018.2999877929688","2771028","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-07-22","1038.5999755859375","1030.699951171875","1043.199951171875","1028.5999755859375","1237568","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-07-23","1034","1033.800048828125","1037.800048828125","1025","1192492","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-07-24","1039","1033.800048828125","1048.800048828125","1031.800048828125","1462398","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-07-25","1033.800048828125","1026.9000244140625","1035","1020.0999755859375","912255","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-07-28","1029","1028.800048828125","1034","1017.4000244140625","1839488","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-07-29","1023.7999877929688","1034.9000244140625","1051.300048828125","1023.7999877929688","2215340","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-07-30","1046.4000244140625","1037.9000244140625","1052.300048828125","1031.699951171875","1781038","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-07-31","1018","1048.300048828125","1058.5999755859375","1018","3144726","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-08-01","1054","1027.800048828125","1054","1023.5999755859375","1604653","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-08-04","1029.699951171875","1055.9000244140625","1058.9000244140625","1026.4000244140625","1835680","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-08-05","1059","1053.4000244140625","1063.4000244140625","1048.699951171875","1524968","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-08-06","1059","1052.5999755859375","1061.5","1045.800048828125","1797515","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"JSW Steel Ltd.","2025-08-07","1052.5999755859375","1064.800048828125","1074.9000244140625","1046","1837581","Metals & Mining","36.7","13.4","10.3","13","High","36.7","33.00233333","Significant Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-07-07","2127.5469727664763","2147.32421875","2154.3161571581527","2119.3564651173888","2170585","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-07-08","2182.4837212145635","2221.938232421875","2238.9186549667938","2173.6938066547118","7526291","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-07-09","2214.446782590659","2226.732666015625","2231.5271868472532","2211.4502375533239","2020902","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-07-10","2226.5331209469705","2201.26220703125","2240.11731320662","2184.3815223388574","5721813","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-07-11","2199.26432701787","2218.042724609375","2222.4375597680541","2196.0680610970617","2679166","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-07-14","2221.3389140511708","2201.26220703125","2224.4354417113991","2194.7696922709788","2395337","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-07-15","2207.4550050890057","2185.580322265625","2231.027925311575","2179.3872669827711","2974143","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-07-16","2181.5849193538365","2176.89013671875","2187.4780274547875","2153.5171813664483","2287703","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-07-17","2172.4951631298627","2168.300048828125","2189.1758818174048","2164.2046730457969","2179561","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-07-18","2167.60009765625","2140.5","2168","2131","2566543","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-07-21","2138.10009765625","2165.199951171875","2167.60009765625","2130.199951171875","1827099","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-07-22","2172","2160.199951171875","2175","2145","1564562","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-07-23","2171","2170.39990234375","2179.800048828125","2156.199951171875","2790541","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-07-24","2165.39990234375","2142.10009765625","2171.800048828125","2140","2058400","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-07-25","2139.10009765625","2124.60009765625","2149.89990234375","2118.300048828125","1745475","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-07-28","2025.300048828125","1966.5999755859375","2055.300048828125","1960","13824699","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-07-29","1967","1972.699951171875","1979.699951171875","1953","5043934","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-07-30","1966.0999755859375","1959.699951171875","1980.9000244140625","1957","3589991","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-07-31","1941.199951171875","1978.5999755859375","1998.5999755859375","1935","4303918","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-08-01","1983","1992.4000244140625","2007","1972.0999755859375","2672373","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-08-04","1987","1997","2007","1982.0999755859375","1543261","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-08-05","2008","2003","2008","1994.800048828125","2421332","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-08-06","2003","2002.4000244140625","2025.5999755859375","1992.699951171875","2662279","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Kotak Mahindra Bank Ltd.","2025-08-07","1981","1992.0999755859375","1995.5","1965","14552163","Financial Services","19.1","2","9.1","8","Low","19.1","18.539","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-07","3599.89990234375","3581.39990234375","3609.800048828125","3575.10009765625","719539","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-08","3580","3606.39990234375","3614","3560","1513912","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-09","3605","3579.699951171875","3605.10009765625","3568.199951171875","1008876","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-10","3575","3574.699951171875","3589.89990234375","3569","1063910","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-11","3575","3540.60009765625","3586.60009765625","3535.5","1439747","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-14","3540.60009765625","3495.89990234375","3548.699951171875","3488","1358844","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-15","3519","3494","3521","3481.699951171875","1585193","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-16","3504","3503.800048828125","3516","3477","1266964","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-17","3515","3474","3515","3467.5","2217275","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-18","3489","3464.800048828125","3499","3450","1818696","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-21","3467.60009765625","3502.800048828125","3508.10009765625","3444.89990234375","1521623","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-22","3502","3464.60009765625","3507.60009765625","3454.10009765625","2586522","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-23","3476.199951171875","3484.89990234375","3490","3458.60009765625","1192261","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-24","3484.89990234375","3477.5","3493.39990234375","3461","1083671","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-25","3470","3442.89990234375","3477","3437.39990234375","1338744","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-28","3430.10009765625","3422.199951171875","3446.10009765625","3405.10009765625","2256080","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-29","3418","3495.60009765625","3504.300048828125","3406.5","1241060","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-30","3622","3665.10009765625","3685.300048828125","3590","8760659","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-31","3625","3636.5","3662.89990234375","3621","1927627","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-08-01","3636","3587.300048828125","3636","3578.10009765625","1205945","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-08-04","3595.199951171875","3631.10009765625","3636.800048828125","3577","1033049","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-08-05","3630","3652.60009765625","3657.699951171875","3608.300048828125","1158433","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-08-06","3650","3628.39990234375","3671","3622.199951171875","931383","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-08-07","3610.300048828125","3641.60009765625","3649","3599.199951171875","1211488","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-07","5317","5350","5375","5305.5","218259","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-08","5351","5369","5414.5","5335.5","199345","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-09","5374.5","5329.5","5389","5291.5","248609","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-10","5340","5320","5348.5","5277","164263","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-11","5240","5206","5277","5170.5","372811","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-14","5201","5158","5206","5101.5","181796","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-15","5163","5250.5","5273.5","5158.5","152240","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-16","5259.5","5327","5338","5241.5","210384","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-17","5327","5194.5","5335","5154","501952","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-18","5239","5124","5239","5070.5","1230478","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-21","5125","5154","5167","5117","182552","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-22","5162","5175.5","5204.5","5142.5","179391","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-23","5200","5298","5310","5158.5","312770","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-24","5302","5206","5303.5","5190","282828","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-25","5190","5096","5224","5070.5","364335","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-28","5090","5047","5135","5028","172801","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-29","5045","5056.5","5089","5006","198271","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-30","5057","5139.5","5149","5045.5","152345","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-07-31","5070","5106","5150","5067","152446","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-08-01","5092","5017.5","5099.5","5007.5","277363","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-08-04","5014.5","5089","5102.5","4939.5","226983","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-08-05","5100","5131.5","5149.5","5045","183181","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-08-06","5125","5035.5","5132","5022","231816","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Larsen & Toubro Ltd.","2025-08-07","5011","5037.5","5089.5","4959","236361","Construction","34.1","4.4","15.8","13.9","High","34.1","30.02483333","Moderate Controversy Level"
"Maruti Suzuki India Ltd.","2025-07-07","12511.582533181285","12385.9423828125","12534.336261200828","12337.467049205645","220116","Automobile and Auto Components","25.8","8.5","8.2","9.1","Medium","25.8","26.06583333","Moderate Controversy Level"
"Maruti Suzuki India Ltd.","2025-07-08","12390.888616415314","12281.0771484375","12420.567391544451","12226.666060700747","241050","Automobile and Auto Components","25.8","8.5","8.2","9.1","Medium","25.8","26.06583333","Moderate Controversy Level"
"Maruti Suzuki India Ltd.","2025-07-09","12301.852301382693","12336.4775390625","12405.728014422113","12296.905838857007","174203","Automobile and Auto Components","25.8","8.5","8.2","9.1","Medium","25.8","26.06583333","Moderate Controversy Level"
"Maruti Suzuki India Ltd.","2025-07-10","12366.155933485672","12514.5498046875","12534.335654181077","12268.215978492464","277325","Automobile and Auto Components","25.8","8.5","8.2","9.1","Medium","25.8","26.06583333","Moderate Controversy Level"
"Maruti Suzuki India Ltd.","2025-07-11","12504.657564716877","12439.3642578125","12549.175728515314","12386.931753783228","194420","Automobile and Auto Components","25.8","8.5","8.2","9.1","Medium","25.8","26.06583333","Moderate Controversy Level"
"Maruti Suzuki India Ltd.","2025-07-14","12455.193068919061","12380.0068359375","12480.914674939067","12297.895555181321","246737","Automobile and Auto Components","25.8","8.5","8.2","9.1","Medium","25.8","26.06583333","Moderate Controversy Level"
"Maruti Suzuki India Ltd.","2025-07-15","12347.359421506686","12401.7705078125","12463.106641466326","12347.359421506686","147377","Automobile and Auto Components","25.8","8.5","8.2","9.1","Medium","25.8","26.06583333","Moderate Controversy Level"
"Maruti Suzuki India Ltd.","2025-07-16","12401.770513719755","12429.470703125","12436.395750476311","12305.809143280156","204480","Automobile and Auto Components","25.8","8.5","8.2","9.1","Medium","25.8","26.06583333","Moderate Controversy Level"
"NTPC Ltd.","2025-08-04","330.89999389648438","332","333.29998779296875","327.20001220703125","8193399","Power","39.4","16.9","8.3","14.2","High","39.4","36.45783333","High Controversy Level"
"Maruti Suzuki India Ltd.","2025-07-17","12434.417287363614","12342.4130859375","12491.796251693877","12329.552283587615","189207","Automobile and Auto Components","25.8","8.5","8.2","9.1","Medium","25.8","26.06583333","Moderate Controversy Level"
"Maruti Suzuki India Ltd.","2025-07-18","12390.888441475763","12286.0234375","12392.867026456439","12237.548105473468","124068","Automobile and Auto Components","25.8","8.5","8.2","9.1","Medium","25.8","26.06583333","Moderate Controversy Level"
"Maruti Suzuki India Ltd.","2025-07-21","12297.895433891323","12272.173828125","12344.3921827766","12209.848398768137","232066","Automobile and Auto Components","25.8","8.5","8.2","9.1","Medium","25.8","26.06583333","Moderate Controversy Level"
"Maruti Suzuki India Ltd.","2025-07-22","12315.702609044789","12358.2421875","12395.835303344142","12187.094581156942","169006","Automobile and Auto Components","25.8","8.5","8.2","9.1","Medium","25.8","26.06583333","Moderate Controversy Level"
"Maruti Suzuki India Ltd.","2025-07-23","12405.728424210025","12491.796875","12582.811788479052","12405.728424210025","342005","Automobile and Auto Components","25.8","8.5","8.2","9.1","Medium","25.8","26.06583333","Moderate Controversy Level"
